"index";"labourearnings";"age";"gender";"education";"maritalstatus";"lifesatisfaction"
36487;0;70;2;2;1;9
36488;14300;49;2;2;1;7
36489;0;28;2;NA;NA;NA
36490;30000;43;1;2;2;8
36491;96000;63;1;3;1;9
36492;90000;49;1;NA;1;NA
36493;0;2;1;NA;NA;NA
36494;NA;22;1;NA;NA;NA
36495;0;8;2;NA;NA;NA
36496;NA;61;2;NA;NA;NA
36497;1400;52;2;3;1;8
36498;NA;51;1;NA;NA;NA
36499;NA;46;2;NA;NA;NA
36500;0;10;2;NA;NA;NA
36501;17760;49;2;2;5;9
36502;0;1;1;NA;NA;NA
36503;NA;64;2;NA;NA;NA
36504;39960;44;1;2;1;8
36505;0;44;2;NA;NA;NA
36506;NA;NA;1;NA;NA;NA
36507;0;28;2;NA;1;8
36508;21600;23;2;2;2;8
36509;NA;23;1;NA;NA;NA
36510;0;7;2;NA;NA;NA
36511;NA;13;2;NA;NA;NA
36512;0;5;2;NA;NA;NA
36513;0;7;1;NA;NA;NA
36514;0;11;2;NA;NA;NA
36515;NA;17;1;NA;NA;NA
36516;0;20;1;NA;2;9
36517;0;35;2;1;1;7
36518;97800;57;1;2;2;9
36519;NA;67;2;2;1;10
36520;72000;32;2;3;2;9
36521;0;55;2;3;1;2
36522;NA;27;2;1;1;5
36523;NA;28;1;NA;NA;NA
36524;0;8;1;NA;NA;NA
36525;26632;57;2;2;1;8
36526;26400;28;1;1;2;10
36527;0;78;1;3;1;10
36528;0;5;2;NA;NA;NA
36529;55200;46;1;3;1;8
36530;NA;47;2;NA;NA;NA
36531;NA;56;1;2;1;9
36532;49500;37;2;3;1;9
36533;0;14;2;NA;NA;NA
36534;5400;25;1;2;2;9
36535;0;6;1;NA;NA;NA
36536;96000;38;1;3;1;8
36537;0;80;1;3;3;9
36538;NA;18;2;NA;NA;NA
36539;0;10;2;NA;NA;NA
36540;0;24;2;2;2;3
36541;0;9;1;NA;NA;NA
36542;0;41;1;NA;NA;NA
36543;46400;65;2;2;4;6
36544;0;71;1;3;1;10
36545;0;17;1;NA;2;NA
36546;0;8;1;NA;NA;NA
36547;0;35;2;1;1;5
36548;58500;62;1;2;1;10
36549;3000;69;1;3;1;7
36550;90000;50;1;3;1;8
36551;0;82;2;1;1;6
36552;NA;61;1;2;4;8
36553;28975;26;1;NA;2;9
36554;0;80;2;3;2;7
36555;NA;65;1;2;1;4
36556;0;8;1;NA;NA;NA
36557;NA;62;2;2;1;9
36558;10200;68;1;2;1;7
36559;0;6;1;NA;NA;NA
36560;4800;30;2;2;1;8
36561;NA;6;2;NA;NA;NA
36562;0;46;1;1;1;3
36563;0;12;2;NA;NA;NA
36564;0;9;2;NA;NA;NA
36565;0;11;2;NA;NA;NA
36566;0;81;2;2;3;5
36567;1740;26;2;2;2;9
36568;NA;46;2;NA;NA;NA
36569;0;82;2;2;3;3
36570;0;19;1;NA;NA;NA
36571;5400;69;1;3;1;8
36572;0;9;1;NA;NA;NA
36573;0;14;1;NA;NA;NA
36574;4324;62;1;3;1;8
36575;60000;73;1;3;1;9
36576;42000;63;2;2;1;8
36577;0;3;1;NA;NA;NA
36578;0;16;2;NA;NA;NA
36579;35520;57;2;2;1;8
36580;0;45;1;2;2;8
36581;NA;53;1;3;1;8
36582;0;7;1;NA;NA;NA
36583;0;14;2;NA;NA;NA
36584;NA;39;2;NA;1;8
36585;0;11;2;NA;NA;NA
36586;0;38;2;NA;4;8
36587;0;67;1;2;1;5
36588;26221;48;2;2;1;3
36589;0;84;1;2;1;8
36590;NA;50;2;NA;NA;NA
36591;33040;21;2;2;2;8
36592;49400;42;1;2;1;5
36593;0;0;2;NA;NA;NA
36594;0;70;2;2;1;7
36595;0;18;1;1;2;7
36596;48300;32;1;2;2;8
36597;0;2;2;NA;NA;NA
36598;NA;57;1;3;1;10
36599;39900;24;2;1;2;5
36600;0;64;1;2;1;7
36601;0;17;2;NA;NA;NA
36602;0;5;1;NA;NA;NA
36603;0;71;1;2;1;5
36604;NA;0;2;NA;NA;NA
36605;0;12;1;NA;NA;NA
36606;NA;49;2;NA;NA;NA
36607;22200;47;2;2;2;6
36608;0;25;1;NA;NA;NA
36609;0;22;2;NA;NA;NA
36610;0;5;2;NA;NA;NA
36611;NA;54;1;2;2;7
36612;4800;41;2;2;2;8
36613;NA;60;1;NA;NA;NA
36614;0;14;1;NA;NA;NA
36615;0;15;2;NA;NA;NA
36616;33800;60;2;3;1;5
36617;18000;32;2;2;2;8
36618;0;17;2;NA;NA;NA
36619;9600;33;2;2;1;9
36620;0;3;1;NA;NA;NA
36621;0;33;1;3;1;9
36622;0;9;2;NA;NA;NA
36623;37700;48;2;2;1;6
36624;0;14;1;NA;NA;NA
36625;21600;29;1;3;1;4
36626;NA;48;1;1;1;5
36627;0;7;2;NA;NA;NA
36628;0;42;2;3;4;7
36629;0;68;2;2;1;6
36630;0;18;2;NA;NA;NA
36631;0;15;2;NA;NA;NA
36632;0;0;2;NA;NA;NA
36633;0;78;2;3;4;8
36634;0;13;1;NA;NA;NA
36635;0;47;2;1;1;6
36636;NA;49;1;1;2;7
36637;57800;41;1;3;1;8
36638;NA;73;1;2;1;6
36639;0;19;2;1;2;7
36640;0;15;1;NA;NA;NA
36641;0;63;1;1;4;3
36642;59660;48;1;2;1;5
36643;11030;27;2;3;2;8
36644;0;4;1;NA;NA;NA
36645;NA;62;1;3;1;9
36646;NA;41;1;NA;NA;NA
36647;78500;66;1;2;1;9
36648;0;6;1;NA;NA;NA
36649;41445;30;1;2;2;9
36650;0;14;1;NA;NA;NA
36651;0;37;1;2;2;4
36652;0;51;1;1;1;6
36653;4500;21;2;2;2;9
36654;0;5;1;NA;NA;NA
36655;540;73;2;3;1;8
36656;15600;31;2;2;2;6
36657;0;25;1;1;2;7
36658;0;8;1;NA;NA;NA
36659;0;8;1;NA;NA;NA
36660;NA;51;2;NA;NA;NA
36661;0;79;2;3;1;9
36662;0;37;2;NA;5;7
36663;0;18;1;NA;NA;NA
36664;NA;60;2;NA;NA;NA
36665;0;16;1;NA;NA;NA
36666;0;6;1;NA;NA;NA
36667;0;17;1;NA;2;NA
36668;0;52;1;NA;NA;NA
36669;0;14;1;NA;NA;NA
36670;18000;27;1;1;2;7
36671;NA;45;1;2;4;7
36672;0;19;1;NA;NA;NA
36673;49700;48;1;3;1;9
36674;30400;38;2;2;4;8
36675;38000;52;1;3;1;9
36676;0;76;1;2;1;9
36677;66097;48;1;3;1;8
36678;1800;29;1;2;2;2
36679;0;57;2;2;1;10
36680;NA;68;1;3;1;10
36681;42000;30;1;2;1;7
36682;3200;20;1;1;2;9
36683;5200;35;2;2;1;9
36684;36200;27;2;2;2;7
36685;48000;66;1;2;1;8
36686;4560;70;1;2;1;8
36687;0;7;2;NA;NA;NA
36688;30510;58;2;2;1;9
36689;0;53;1;1;1;5
36690;14190;21;2;2;2;4
36691;0;21;2;2;2;8
36692;34200;63;1;3;1;8
36693;NA;43;1;NA;NA;NA
36694;21796;28;1;3;2;10
36695;69000;60;1;2;1;8
36696;0;0;2;NA;NA;NA
36697;NA;20;2;NA;2;7
36698;126000;63;2;2;1;8
36699;0;21;1;NA;NA;NA
36700;27600;48;1;2;1;8
36701;0;0;2;NA;NA;NA
36702;0;16;2;NA;NA;NA
36703;0;11;2;NA;NA;NA
36704;45600;45;1;3;5;4
36705;22200;43;2;2;2;8
36706;0;3;2;NA;NA;NA
36707;0;17;1;NA;NA;NA
36708;38928;33;1;2;2;7
36709;NA;21;2;1;2;9
36710;15300;21;2;2;2;9
36711;0;16;2;NA;NA;NA
36712;0;15;2;NA;NA;NA
36713;0;11;1;NA;NA;NA
36714;25200;43;2;2;1;10
36715;17700;43;2;2;1;7
36716;0;7;1;NA;NA;NA
36717;0;67;1;3;1;8
36718;0;25;2;2;2;5
36719;NA;23;1;NA;NA;NA
36720;89200;60;2;3;3;1
36721;4200;20;2;2;2;6
36722;0;15;2;NA;NA;NA
36723;18000;45;1;1;1;9
36724;0;15;2;NA;NA;NA
36725;0;32;1;NA;NA;NA
36726;0;40;1;1;1;8
36727;0;38;2;1;1;6
36728;NA;31;2;NA;NA;NA
36729;NA;21;2;2;2;9
36730;0;16;2;NA;NA;NA
36731;0;15;1;NA;NA;NA
36732;0;15;2;NA;NA;NA
36733;0;77;1;2;3;7
36734;0;11;1;NA;NA;NA
36735;5280;51;2;2;4;5
36736;0;17;1;NA;2;NA
36737;0;72;2;2;3;8
36738;12800;20;2;1;2;4
36739;14400;22;1;2;2;8
36740;NA;20;2;2;2;3
36741;37700;46;2;2;4;9
36742;0;15;2;NA;NA;NA
36743;9750;26;2;2;2;8
36744;0;18;2;NA;NA;NA
36745;NA;40;1;NA;NA;NA
36746;0;50;1;3;1;6
36747;0;6;1;NA;NA;NA
36748;59805;60;2;2;4;7
36749;0;7;1;NA;NA;NA
36750;109200;62;1;3;1;10
36751;0;33;2;1;1;9
36752;21600;57;1;2;1;NA
36753;NA;NA;1;NA;NA;NA
36754;NA;42;1;NA;NA;NA
36755;0;63;1;2;4;0
36756;NA;56;2;2;1;8
36757;0;41;1;3;1;3
36758;0;5;2;NA;NA;NA
36759;0;71;1;3;1;8
36760;60000;59;2;3;1;10
36761;0;13;2;NA;NA;NA
36762;25780;41;1;2;1;7
36763;NA;55;2;3;1;8
36764;0;6;2;NA;NA;NA
36765;0;7;1;NA;NA;NA
36766;0;18;1;NA;2;8
36767;0;0;2;NA;NA;NA
36768;0;8;2;NA;NA;NA
36769;0;52;1;2;4;2
36770;35500;52;1;2;2;8
36771;0;63;1;2;3;8
36772;NA;30;2;1;2;8
36773;0;32;2;1;1;8
36774;0;59;2;2;4;5
36775;0;24;1;1;2;4
36776;72000;43;1;3;2;8
36777;0;8;1;NA;NA;NA
36778;41380;47;2;2;4;2
36779;0;31;2;2;1;10
36780;0;42;2;1;1;4
36781;19300;34;1;1;1;8
36782;0;4;1;NA;NA;NA
36783;0;2;2;NA;NA;NA
36784;23600;36;2;1;2;6
36785;14400;36;2;2;1;6
36786;NA;25;1;1;2;8
36787;0;90;1;2;1;4
36788;NA;20;1;NA;NA;NA
36789;2400;55;2;2;1;8
36790;0;1;2;NA;NA;NA
36791;21550;56;2;2;1;8
36792;119600;50;1;3;4;7
36793;NA;30;2;NA;NA;NA
36794;9108;18;1;1;2;7
36795;18000;32;1;3;2;7
36796;20660;24;2;2;2;7
36797;15600;42;2;2;1;7
36798;0;14;2;NA;NA;NA
36799;28400;38;2;2;4;9
36800;0;52;1;1;1;10
36801;44400;49;1;2;1;7
36802;27900;38;2;2;3;7
36803;0;56;2;1;4;3
36804;0;80;1;2;4;8
36805;3700;53;2;1;1;8
36806;0;6;1;NA;NA;NA
36807;24760;41;1;3;2;7
36808;0;43;2;2;1;8
36809;NA;20;2;2;2;8
36810;0;40;1;1;1;5
36811;49200;23;1;2;2;8
36812;0;35;2;2;1;9
36813;43284;47;1;2;1;10
36814;0;1;2;NA;NA;NA
36815;0;1;1;NA;NA;NA
36816;NA;51;1;NA;NA;NA
36817;NA;57;2;2;1;8
36818;0;79;2;2;3;7
36819;12100;48;2;2;5;7
36820;0;21;2;NA;NA;NA
36821;102000;58;1;3;2;7
36822;0;58;2;NA;NA;NA
36823;15600;40;2;3;2;7
36824;0;14;1;NA;NA;NA
36825;0;57;1;2;1;9
36826;0;20;1;NA;NA;NA
36827;23122;36;2;2;2;7
36828;NA;23;1;2;2;8
36829;0;15;1;NA;NA;NA
36830;0;0;2;NA;NA;NA
36831;0;59;2;NA;NA;NA
36832;3000;26;2;3;1;8
36833;0;70;1;2;1;9
36834;NA;43;1;NA;NA;NA
36835;NA;55;2;NA;NA;NA
36836;9480;28;1;2;2;8
36837;0;72;1;1;1;9
36838;55200;60;2;3;1;8
36839;NA;52;1;3;1;9
36840;NA;28;1;1;2;5
36841;0;68;1;3;1;9
36842;0;66;1;2;2;4
36843;0;21;2;NA;2;8
36844;3000;29;1;2;1;5
36845;0;16;1;NA;NA;NA
36846;0;13;2;NA;NA;NA
36847;27600;61;1;3;1;8
36848;33200;47;1;1;1;8
36849;59300;66;2;2;1;8
36850;0;17;1;NA;NA;NA
36851;0;7;2;NA;NA;NA
36852;0;16;1;NA;NA;NA
36853;0;10;2;NA;NA;NA
36854;0;9;1;NA;NA;NA
36855;43500;46;1;2;2;6
36856;16800;59;1;2;1;5
36857;0;21;1;NA;NA;NA
36858;0;9;1;NA;NA;NA
36859;0;1;2;NA;NA;NA
36860;0;70;1;2;4;10
36861;NA;32;2;2;1;8
36862;0;72;1;3;1;9
36863;0;2;2;NA;NA;NA
36864;0;6;2;NA;NA;NA
36865;2040;83;1;3;4;9
36866;0;8;1;NA;NA;NA
36867;NA;35;2;NA;NA;NA
36868;0;36;2;1;1;10
36869;0;68;2;3;4;9
36870;0;42;2;NA;NA;NA
36871;NA;50;1;NA;NA;NA
36872;700;45;1;3;1;9
36873;0;59;2;2;1;4
36874;NA;33;2;3;1;5
36875;0;14;1;NA;NA;NA
36876;0;10;2;NA;NA;NA
36877;0;8;2;NA;NA;NA
36878;67400;55;2;2;4;8
36879;0;9;2;NA;NA;NA
36880;0;70;2;2;4;8
36881;NA;38;2;NA;NA;NA
36882;0;12;1;NA;NA;NA
36883;0;16;1;NA;NA;NA
36884;0;1;1;NA;NA;NA
36885;0;54;1;1;1;5
36886;7800;54;2;2;1;9
36887;47000;62;2;3;1;8
36888;NA;8;2;NA;NA;NA
36889;NA;39;2;2;1;9
36890;NA;37;1;NA;NA;NA
36891;0;18;1;NA;NA;NA
36892;0;2;1;NA;NA;NA
36893;0;56;1;3;1;7
36894;0;11;2;NA;NA;NA
36895;0;81;1;3;3;6
36896;0;4;2;NA;NA;NA
36897;NA;75;1;3;1;8
36898;0;6;2;NA;NA;NA
36899;NA;20;1;NA;NA;NA
36900;0;17;2;NA;2;NA
36901;NA;36;2;NA;NA;NA
36902;30500;52;1;2;1;8
36903;0;10;1;NA;NA;NA
36904;NA;18;1;NA;NA;NA
36905;15600;62;2;2;1;8
36906;0;11;1;NA;NA;NA
36907;NA;52;1;3;1;7
36908;0;64;2;NA;NA;NA
36909;0;35;1;NA;NA;NA
36910;62400;45;1;3;2;8
36911;0;20;1;1;2;6
36912;NA;75;1;2;1;10
36913;0;78;2;2;1;8
36914;0;3;1;NA;NA;NA
36915;0;50;2;NA;NA;NA
36916;0;72;2;3;1;7
36917;146000;59;1;3;1;8
36918;NA;64;1;NA;NA;NA
36919;0;16;1;NA;NA;NA
36920;NA;57;2;NA;NA;NA
36921;0;66;2;3;1;7
36922;0;52;2;1;1;7
36923;0;25;1;1;2;5
36924;NA;68;2;NA;NA;NA
36925;NA;23;2;NA;NA;NA
36926;1800;44;2;2;1;4
36927;52000;40;2;2;2;9
36928;38400;60;1;2;1;5
36929;0;67;1;2;1;8
36930;0;79;2;1;3;7
36931;0;84;2;2;3;10
36932;1350;22;1;2;2;8
36933;54000;32;2;3;2;7
36934;0;27;1;NA;1;9
36935;0;17;2;NA;2;NA
36936;0;14;1;NA;NA;NA
36937;48600;51;1;2;2;7
36938;0;1;1;NA;NA;NA
36939;26150;40;2;2;1;5
36940;40782;53;2;2;4;8
36941;0;1;2;NA;NA;NA
36942;7200;51;1;1;1;9
36943;0;6;2;NA;NA;NA
36944;NA;37;1;1;1;3
36945;NA;48;2;2;4;6
36946;NA;6;2;NA;NA;NA
36947;0;16;1;NA;NA;NA
36948;0;11;2;NA;NA;NA
36949;0;36;1;NA;NA;NA
36950;14860;22;1;1;2;6
36951;0;32;1;NA;1;7
36952;49478;61;2;3;1;8
36953;NA;48;1;NA;NA;NA
36954;0;19;1;2;2;10
36955;5160;41;2;2;1;6
36956;0;12;1;NA;NA;NA
36957;36000;38;2;3;1;9
36958;0;5;1;NA;NA;NA
36959;0;72;1;2;4;3
36960;0;16;2;NA;NA;NA
36961;NA;9;2;NA;NA;NA
36962;0;11;2;NA;NA;NA
36963;13970;36;2;1;1;7
36964;0;71;1;NA;NA;NA
36965;41800;33;2;1;2;7
36966;33350;51;1;1;1;4
36967;0;18;1;NA;2;10
36968;0;15;1;NA;NA;NA
36969;0;81;2;2;1;8
36970;NA;26;1;NA;NA;NA
36971;0;4;1;NA;NA;NA
36972;NA;27;1;NA;NA;NA
36973;43300;49;1;2;1;9
36974;0;12;2;NA;NA;NA
36975;0;11;2;NA;NA;NA
36976;0;84;2;2;1;1
36977;0;16;2;NA;NA;NA
36978;128000;51;1;2;1;8
36979;0;69;2;2;1;8
36980;0;20;2;NA;NA;NA
36981;0;10;1;NA;NA;NA
36982;0;17;1;NA;NA;NA
36983;79100;49;2;3;1;10
36984;0;33;2;1;1;10
36985;18800;55;2;2;1;8
36986;0;9;2;NA;NA;NA
36987;0;78;1;1;1;10
36988;0;6;1;NA;NA;NA
36989;0;29;2;1;1;9
36990;3000;25;1;1;2;9
36991;NA;7;2;NA;NA;NA
36992;0;56;1;2;4;7
36993;84000;67;1;3;1;8
36994;0;45;2;2;1;3
36995;0;29;2;2;1;8
36996;0;13;1;NA;NA;NA
36997;0;22;1;NA;NA;NA
36998;0;17;2;NA;2;NA
36999;NA;25;1;3;2;5
37000;2700;36;2;3;1;9
37001;NA;52;1;1;2;7
37002;0;4;2;NA;NA;NA
37003;0;77;2;3;4;9
37004;0;15;2;NA;NA;NA
37005;NA;44;1;3;1;5
37006;57200;40;1;2;1;9
37007;0;70;2;NA;NA;NA
37008;NA;62;1;NA;NA;NA
37009;NA;61;2;1;1;9
37010;0;30;1;1;1;8
37011;0;2;1;NA;NA;NA
37012;0;23;1;2;2;8
37013;NA;42;2;NA;1;9
37014;35600;23;2;2;2;8
37015;48250;62;1;2;4;5
37016;0;4;2;NA;NA;NA
37017;30670;41;2;3;1;9
37018;0;12;2;NA;NA;NA
37019;0;93;2;2;4;9
37020;0;15;1;NA;NA;NA
37021;0;38;1;1;1;8
37022;0;20;2;NA;NA;NA
37023;0;48;1;1;1;8
37024;0;38;2;1;1;9
37025;0;2;1;NA;NA;NA
37026;33600;52;1;1;1;10
37027;52200;52;1;2;1;8
37028;28800;54;1;2;1;10
37029;0;33;2;1;1;6
37030;0;1;2;NA;NA;NA
37031;0;11;1;NA;NA;NA
37032;0;8;2;NA;NA;NA
37033;51700;38;1;3;1;9
37034;44730;49;1;2;4;4
37035;0;17;1;NA;NA;NA
37036;0;48;2;3;5;8
37037;0;14;2;NA;NA;NA
37038;0;11;1;NA;NA;NA
37039;1199988;48;1;2;4;10
37040;0;13;2;NA;NA;NA
37041;0;8;1;NA;NA;NA
37042;0;21;1;NA;NA;NA
37043;20400;32;1;1;1;7
37044;0;1;1;NA;NA;NA
37045;48300;50;2;3;2;5
37046;0;19;2;NA;2;8
37047;0;16;2;NA;NA;NA
37048;8100;42;2;1;4;6
37049;0;5;2;NA;NA;NA
37050;29100;56;2;2;1;8
37051;0;48;1;1;1;7
37052;0;71;1;2;1;10
37053;0;28;2;NA;NA;NA
37054;0;1;1;NA;NA;NA
37055;0;47;1;1;1;8
37056;31200;52;2;3;1;9
37057;0;2;1;NA;NA;NA
37058;0;64;2;2;1;3
37059;NA;64;2;2;4;6
37060;0;12;2;NA;NA;NA
37061;NA;19;1;NA;NA;NA
37062;0;26;2;1;5;10
37063;NA;41;1;NA;NA;NA
37064;0;12;1;NA;NA;NA
37065;0;33;2;1;1;8
37066;0;64;2;2;1;5
37067;0;12;2;NA;NA;NA
37068;0;4;2;NA;NA;NA
37069;0;0;1;NA;NA;NA
37070;41800;39;1;2;1;9
37071;7318;47;2;2;4;7
37072;36000;47;1;2;4;6
37073;24000;23;2;2;2;8
37074;0;2;1;NA;NA;NA
37075;0;13;1;NA;NA;NA
37076;0;85;1;3;1;3
37077;0;62;1;1;1;10
37078;NA;22;1;NA;2;10
37079;5400;48;2;2;1;10
37080;5400;37;1;1;2;10
37081;0;68;2;2;1;9
37082;0;6;2;NA;NA;NA
37083;67250;42;2;3;1;8
37084;0;13;2;NA;NA;NA
37085;34200;37;2;2;4;8
37086;0;11;2;NA;NA;NA
37087;43350;51;2;2;1;6
37088;0;79;1;1;2;6
37089;0;69;1;2;1;5
37090;0;12;2;NA;NA;NA
37091;NA;44;2;NA;NA;NA
37092;17500;41;2;2;2;9
37093;60000;35;2;3;1;7
37094;12600;24;2;2;1;10
37095;2100;23;2;2;2;8
37096;0;13;1;NA;NA;NA
37097;6000;25;1;1;2;7
37098;0;42;2;NA;NA;NA
37099;NA;65;2;2;1;5
37100;0;15;1;NA;NA;NA
37101;0;50;1;1;1;7
37102;0;7;2;NA;NA;NA
37103;0;82;1;2;1;8
37104;0;73;1;1;4;8
37105;19800;21;1;1;2;7
37106;0;15;2;NA;NA;NA
37107;22560;50;2;2;3;5
37108;0;37;1;NA;2;2
37109;NA;6;2;NA;NA;NA
37110;0;79;1;2;1;6
37111;4300;23;2;2;2;7
37112;NA;37;2;2;2;0
37113;0;75;1;2;1;9
37114;0;60;2;3;1;8
37115;0;67;2;3;1;7
37116;0;41;2;3;1;9
37117;72000;47;2;3;1;8
37118;NA;24;2;NA;NA;NA
37119;NA;57;1;3;1;10
37120;0;10;2;NA;NA;NA
37121;108000;61;1;2;1;9
37122;2160;76;1;3;1;6
37123;0;12;1;NA;NA;NA
37124;58520;38;2;3;2;9
37125;NA;58;2;NA;NA;NA
37126;NA;40;2;NA;NA;NA
37127;0;56;2;1;1;8
37128;14250;35;2;2;1;8
37129;10000;31;2;3;1;8
37130;2130;23;2;2;2;8
37131;0;12;1;NA;NA;NA
37132;1600;38;2;1;2;6
37133;NA;45;2;NA;NA;NA
37134;0;20;1;2;2;9
37135;0;73;1;2;1;3
37136;0;17;1;NA;2;NA
37137;0;72;2;3;1;9
37138;0;29;2;NA;1;8
37139;0;16;2;NA;NA;NA
37140;NA;24;2;NA;NA;NA
37141;0;14;1;NA;NA;NA
37142;0;11;2;NA;NA;NA
37143;0;11;1;NA;NA;NA
37144;52640;53;1;2;1;9
37145;42460;24;2;2;2;5
37146;NA;25;1;3;2;8
37147;NA;30;1;NA;NA;NA
37148;0;14;2;NA;NA;NA
37149;0;20;1;NA;NA;NA
37150;25200;47;2;2;1;8
37151;0;22;1;2;2;6
37152;5400;66;2;2;1;8
37153;0;19;2;NA;NA;NA
37154;0;16;2;NA;NA;NA
37155;0;29;2;1;1;10
37156;0;79;2;2;3;8
37157;0;39;1;2;2;4
37158;0;16;1;NA;NA;NA
37159;0;15;2;NA;NA;NA
37160;0;0;2;NA;NA;NA
37161;96000;55;1;3;1;7
37162;0;14;1;NA;NA;NA
37163;NA;18;2;NA;2;8
37164;0;10;1;NA;NA;NA
37165;0;72;2;2;1;8
37166;0;75;2;2;1;8
37167;0;17;1;NA;NA;NA
37168;0;2;2;NA;NA;NA
37169;26700;55;1;3;1;7
37170;0;62;2;2;1;8
37171;80360;46;2;2;4;9
37172;6000;58;2;3;4;8
37173;31200;46;2;2;1;4
37174;3940;20;1;2;2;7
37175;44000;36;1;3;1;9
37176;120000;45;2;2;1;10
37177;81000;52;1;3;1;7
37178;7296;45;1;2;4;8
37179;0;65;1;3;5;3
37180;48000;41;2;3;3;9
37181;56400;47;1;3;1;8
37182;0;70;2;1;1;8
37183;16000;21;2;2;2;8
37184;22050;20;1;1;2;4
37185;NA;49;1;2;5;8
37186;10150;50;2;2;4;7
37187;0;55;2;2;3;7
37188;0;69;2;2;3;10
37189;0;14;2;NA;NA;NA
37190;42000;61;1;2;1;9
37191;19800;56;1;2;5;6
37192;0;38;2;NA;1;7
37193;0;11;1;NA;NA;NA
37194;4800;67;1;3;1;8
37195;NA;23;1;NA;2;10
37196;24000;54;2;2;4;8
37197;0;25;1;NA;NA;NA
37198;0;12;2;NA;NA;NA
37199;NA;49;2;2;1;9
37200;0;21;1;NA;NA;NA
37201;0;9;2;NA;NA;NA
37202;0;34;2;NA;2;10
37203;4800;27;1;NA;2;5
37204;0;81;1;2;2;6
37205;0;8;2;NA;NA;NA
37206;15840;44;2;3;1;8
37207;26800;27;1;2;2;9
37208;0;73;1;2;1;8
37209;0;14;2;NA;NA;NA
37210;NA;41;2;NA;NA;NA
37211;0;65;2;2;1;8
37212;0;78;2;2;1;8
37213;0;12;1;NA;NA;NA
37214;NA;48;2;3;4;9
37215;19200;46;2;1;1;8
37216;0;15;1;NA;NA;NA
37217;120768;38;1;3;1;9
37218;0;17;1;NA;2;NA
37219;0;10;2;NA;NA;NA
37220;NA;62;1;NA;NA;NA
37221;NA;43;2;NA;NA;NA
37222;0;1;2;NA;NA;NA
37223;0;87;2;2;4;6
37224;NA;49;2;NA;NA;NA
37225;39400;52;1;2;1;8
37226;2600;25;2;NA;2;5
37227;0;3;1;NA;NA;NA
37228;0;77;1;2;1;5
37229;0;2;1;NA;NA;NA
37230;37200;41;1;2;4;7
37231;0;78;1;3;1;8
37232;13160;46;2;2;1;8
37233;0;56;2;NA;NA;NA
37234;0;2;2;NA;NA;NA
37235;NA;31;1;NA;NA;NA
37236;0;39;2;1;1;6
37237;0;14;2;NA;NA;NA
37238;0;8;1;NA;NA;NA
37239;0;38;1;1;1;3
37240;NA;24;1;NA;NA;NA
37241;0;1;2;NA;NA;NA
37242;NA;53;1;NA;NA;NA
37243;10560;47;2;2;4;5
37244;0;61;2;2;1;9
37245;0;2;1;NA;NA;NA
37246;0;16;1;NA;NA;NA
37247;NA;49;1;2;1;8
37248;71500;39;2;3;4;9
37249;0;33;1;1;2;7
37250;18150;48;2;2;1;9
37251;0;11;2;NA;NA;NA
37252;0;49;2;3;4;5
37253;NA;53;1;2;1;5
37254;3000;28;2;2;2;8
37255;NA;54;2;NA;NA;NA
37256;NA;18;1;NA;NA;NA
37257;0;2;2;NA;NA;NA
37258;NA;25;1;NA;NA;NA
37259;NA;31;1;3;1;7
37260;NA;NA;1;NA;NA;NA
37261;0;29;2;1;1;7
37262;19200;49;1;2;2;7
37263;19500;51;2;2;1;7
37264;0;12;1;NA;NA;NA
37265;0;37;1;NA;1;6
37266;0;8;1;NA;NA;NA
37267;0;16;2;NA;NA;NA
37268;0;39;2;1;1;5
37269;2400;57;2;2;2;6
37270;0;3;1;NA;NA;NA
37271;29800;59;1;2;2;7
37272;60000;40;1;2;1;8
37273;6000;22;2;1;2;10
37274;51728;34;1;2;2;9
37275;5120;24;2;1;2;8
37276;0;18;2;NA;NA;NA
37277;0;10;1;NA;NA;NA
37278;0;11;1;NA;NA;NA
37279;49277;55;2;3;2;8
37280;0;1;1;NA;NA;NA
37281;25200;44;2;2;1;5
37282;NA;19;1;NA;NA;NA
37283;13288;39;2;2;4;6
37284;NA;55;2;NA;NA;NA
37285;0;16;2;NA;NA;NA
37286;NA;45;1;2;1;9
37287;NA;45;2;3;4;10
37288;NA;38;2;NA;NA;NA
37289;13200;41;1;3;1;7
37290;0;42;1;1;2;8
37291;38400;37;1;2;2;8
37292;0;4;2;NA;NA;NA
37293;0;57;1;NA;1;6
37294;NA;45;1;NA;2;8
37295;6000;55;1;1;1;3
37296;18660;35;2;1;1;9
37297;5400;36;2;2;2;7
37298;40044;50;1;3;1;6
37299;0;9;1;NA;NA;NA
37300;0;8;2;NA;NA;NA
37301;0;15;1;NA;NA;NA
37302;NA;50;1;NA;NA;NA
37303;0;68;2;3;1;8
37304;0;33;2;3;1;10
37305;0;78;1;NA;NA;NA
37306;0;10;2;NA;NA;NA
37307;8500;30;1;1;1;5
37308;18000;31;1;3;2;7
37309;21000;37;1;3;2;8
37310;26400;45;2;2;1;7
37311;43980;50;2;3;1;8
37312;0;10;1;NA;NA;NA
37313;0;73;2;2;3;8
37314;NA;24;1;NA;NA;NA
37315;24300;47;2;2;5;8
37316;0;8;1;NA;NA;NA
37317;0;9;2;NA;NA;NA
37318;600;72;1;1;1;10
37319;0;14;2;NA;NA;NA
